timestamp,vehicle_id,rsu_id,x,y,z,speed,acceleration,heading_rad,road_id,rxPower_dbm,sinr_db,txPower_mw,txPowerSource,neighborCount,nearestRSU,packetsSent,packetsReceived,pdr,distance_to_rsu_m,signal_age_ms,cqi,mcs,rsrp_dbm,rsrq_db,connection_type,cbr,throughput_kbps,interference_dbm
182.2,node[22],6,6355.0500,4203.5000,1.8950,0.0000,0.0000,-2.0676,127094854#4,-96.2674,-5.0000,100.0000,default,18,rsu(462m),1,26,0.0180,462,2.0127,2,2,-96.2674,-113.2571,direct,0.0500,0.0114,-84.5149
182.3,node[22],6,6355.0411,4203.5244,1.8950,0.2600,2.6000,-2.0669,:227507038_1,-73.6958,2.4233,100.0000,default,18,rsu(462m),2,52,0.4284,462,2.0241,5,8,-73.6958,-90.6855,direct,0.0500,0.0114,-84.5129
182.4,node[22],6,6355.0232,4203.5732,1.8950,0.5200,2.6000,-2.0654,:227507038_1,-81.3933,-5.0000,100.0000,default,18,rsu(462m),3,78,0.0180,462,2.0226,2,2,-81.3933,-98.3830,direct,0.0500,20.8000,-84.5113
182.5,node[22],6,6354.9964,4203.6465,1.8950,0.7800,2.6000,-2.0631,:227507038_1,-78.6520,-0.2864,100.0000,default,18,rsu(462m),4,104,0.1620,462,2.0211,4,6,-78.6520,-95.6417,direct,0.0500,20.8000,-84.5099
182.6,node[22],6,6354.9607,4203.7441,1.8950,1.0400,2.6000,-2.0601,:227507038_1,-71.5517,6.1312,100.0000,default,18,rsu(462m),5,130,0.8272,462,2.0198,7,12,-71.5517,-88.5414,direct,0.0500,20.8000,-84.5088
182.7,node[22],6,6354.9160,4203.8662,1.8950,1.3000,2.6000,-2.0563,:227507038_1,-77.6274,0.7052,100.0000,default,18,rsu(462m),6,156,0.2410,462,2.0186,4,6,-77.6274,-94.6171,direct,0.0500,20.8000,-84.5081
182.8,node[22],6,6354.8624,4204.0127,1.8950,1.5600,2.6000,-2.0517,:227507038_1,-76.5723,-0.5963,100.0000,default,18,rsu(462m),7,182,0.1421,462,2.0175,4,6,-76.5723,-93.5620,direct,0.0500,20.8000,-84.5076
182.9,node[22],6,6354.7999,4204.1835,1.8950,1.8200,2.6000,-2.0464,:227507038_1,-80.5447,-1.3477,100.0000,default,18,rsu(461m),8,208,0.1021,461,2.0165,3,4,-80.5447,-97.5344,direct,0.0500,20.8000,-84.5075
183,node[22],6,6354.7285,4204.3788,1.8950,2.0800,2.6000,-2.0403,:227507038_1,-78.5150,-0.9806,100.0000,default,18,rsu(461m),9,234,0.1202,461,2.0156,4,6,-78.5150,-95.5047,direct,0.0500,20.8000,-84.5078
183.1,node[22],6,6354.6481,4204.5986,1.8950,2.3400,2.6000,-2.0335,:227507038_1,-80.5986,-2.5396,100.0000,default,18,rsu(461m),10,260,0.0590,461,2.0148,3,4,-80.5986,-97.5883,direct,0.0500,20.8000,-84.5082
